ProductNameLong,Description,CompanyName,PackageIdentifier,TypeName,SpecificProductID,SpecificDrugProductID,GenericDrugProductID,EquivalenceCodes,BrandGenericStatus,LicenseTypeName,LegendStatus,MarketStatus,OffMarketDate,Repackaged,PrivateLabel,DEAClassification,ReplacedByPackageID,MarketClasses,PackageSize,Ingredients,OnMarketDate,WACBeginDate,WACPrice,WACPriceChange,WACUnitPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lidocaine Hydrochloride 2% Solution for Injection,"box, 10 vials, 5 ml Lidocaine HCl 2%, Solution for injection",AuroMedics Pharma LLC,55150-0165-05,NDC,4517,3533,2400,AP,Generic,aNDA,Rx,On,,No,No,NA,,"Amide Local Anesthetics (Epidural); Amide Local Anesthetics (Infiltration); Amide Local Anesthetics (Intracaudal); Anti-arrhythmics, Class I-B (Epidural); Anti-arrhythmics, Class I-B (Infiltration); Anti-arrhythmics, Class I-B (Intracaudal)",50,(1819) Lidocaine Hydrochloride,12/16/2013 0:00,4/1/2019,26.59,(+) 6.36,0.5318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crinone 8% Vaginal Gel,"box, 15 pre-filled applicator, 1.125 grams Progesterone 8%, Vaginal gel","Allergan USA, Inc.",52544-0256-12,NDC,6542,4928,3514,NR,Brand,NDA,Rx,Off,10/31/2020 0:00,No,No,NA,00023-6151-08,Other Infertility Agents (Vaginal),16.875,(2280) Progesterone,1/13/2014 0:00,1/1/2019,448.2,(+) 4.90,26.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ativan 1mg Tablet,"bottle, 100 each Lorazepam 1mg, Oral tablet","Bausch Health US, LLC",00187-0064-01,NDC,157,147,95,AB,Brand,NDA,Rx,On,,No,No,schedule IV,,"Anxiolytics, Benzodiazepines (Oral); Benzodiazepine Sedative/Hypnotics (Oral)",100,(1855) Lorazepam,12/12/2013 0:00,1/18/2019,3301.7,(+) 6.00,33.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ativan 2mg Tablet,"bottle, 100 each Lorazepam 2mg, Oral tablet","Bausch Health US, LLC",00187-0065-01,NDC,159,149,95,AB,Brand,NDA,Rx,On,,No,No,schedule IV,,"Anxiolytics, Benzodiazepines (Oral); Benzodiazepine Sedative/Hypnotics (Oral)",100,(1855) Lorazepam,12/12/2013 0:00,1/18/2019,5261.87,(+) 5.99,52.6187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozobil 24mg/1.2ml Solution for Injection,"vial, 1.2 ml Plerixafor 20mg/1mL, Solution for injection","Genzyme Corp, a subsidiary of Sanofi",00024-5862-01,NDC,16115,13182,8342,NR,Brand,NDA,Rx,On,,No,No,NA,,Colony-stimulating Factors (Subcutaneous),1.2,(3842) Plerixafor,12/12/2013 0:00,1/4/2019,8032.18,(+) 5.20,6693.48333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bupivacaine Hydrochloride 0.25% Solution for Injection,"box, 25 vials, 10 ml Bupivacaine HCl 0.25%, Solution for injection",AuroMedics Pharma LLC,55150-0167-10,NDC,916,838,486,AP,Generic,aNDA,Rx,On,,No,No,NA,,Amide Local Anesthetics (Epidural); Amide Local Anesthetics (Infiltration); Amide Local Anesthetics (Intracaudal),250,(316) Bupivacaine Hydrochloride,12/23/2013 0:00,4/1/2019,48.91,(+) 6.34,0.19564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydromorphone Hydrochloride 2mg/ml Solution for Injection,"box, 1 vials, 20 ml Hydromorphone HCl 2mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-2341-41,NDC,3085,2513,1665,NA,Generic,Unapproved Drug,Rx,On,,No,No,schedule II,,Opioid Agonists (Intramuscular); Opioid Agonists (Intravenous); Opioid Agonists (Subcutaneous),20,(1590) Hydromorphone Hydrochloride,8/26/2011 0:00,11/1/2018,19.5,(+) 50.00,0.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydromorphone Hydrochloride 2mg/ml Solution for Injection,"vial, 20 ml Hydromorphone HCl 2mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-2341-39,NDC,3085,2513,1665,NA,Generic,Unapproved Drug,Rx,On,,No,No,schedule II,,Opioid Agonists (Intramuscular); Opioid Agonists (Intravenous); Opioid Agonists (Subcutaneous),20,(1590) Hydromorphone Hydrochloride,8/26/2011 0:00,11/1/2018,19.5,(+) 50.00,0.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promethazine Hydrochloride 25mg/ml Solution for Injection,"box, 25 ampules, 1 ml Promethazine HCl 25mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-1495-35,NDC,4152,3272,1206,AP,Generic,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),25,(2284) Promethazine Hydrochloride,8/26/2011 0:00,11/1/2018,46.2,(+) 40.00,1.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promethazine Hydrochloride 25mg/ml Solution for Injection,"ampule, 1 ml Promethazine HCl 25mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-1495-31,NDC,4152,3272,1206,AP,Generic,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),1,(2284) Promethazine Hydrochloride,8/26/2011 0:00,11/1/2018,1.85,(+) 40.00,1.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promethazine Hydrochloride 25mg/ml Solution for Injection,"box, 25 vials, 1 ml Promethazine HCl 25mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-0928-25,NDC,4152,3272,1206,AP,Generic,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),25,(2284) Promethazine Hydrochloride,8/26/2011 0:00,11/1/2018,46.2,(+) 40.00,1.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promethazine Hydrochloride 25mg/ml Solution for Injection,"vial, 1 ml Promethazine HCl 25mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-0928-21,NDC,4152,3272,1206,AP,Generic,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),1,(2284) Promethazine Hydrochloride,8/26/2011 0:00,11/1/2018,1.85,(+) 40.00,1.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promethazine Hydrochloride 50mg/ml Solution for Injection,"box, 25 ampules, 1 ml Promethazine HCl 50mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-1496-35,NDC,2276,1942,1206,AP,Generic,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),25,(2284) Promethazine Hydrochloride,8/26/2011 0:00,11/1/2018,64.75,(+) 40.00,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promethazine Hydrochloride 50mg/ml Solution for Injection,"box, 25 vials, 1 ml Promethazine HCl 50mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-0929-25,NDC,2276,1942,1206,AP,Generic,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),25,(2284) Promethazine Hydrochloride,8/26/2011 0:00,11/1/2018,96.14,(+) 40.00,3.8456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recombinate Powder for Injection ( 801-1240units),"box, 1 vials, 1 each Antihemophilic Factor VIII (Recombinant) (B) (H) (M), Powder for solution for injection and 1 each Needle-Less Transfer Device, 10 ml Sterile Water for Injection","Baxalta Inc, a Shire Company",00944-2843-10,NDC,15569,12764,8059,NR,Brand,BLA,Rx,On,,No,No,NA,,Blood Coagulation Factors (Intravenous),1,(3370) Antihemophilic Factor VIII (Recombinant) (Bovine) (Hamster) (Murine),4/9/2009 0:00,1/1/2019,1.64,(+) 3.79,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lidocaine Hydrochloride 160mg/4ml Topical Solution,"box, 25 pre-filled syringes, 4 ml Lidocaine HCl 40mg/1mL, Topical solution and 25 each Cannula, attached injector","International Medication Systems, Ltd a Division Amphastar Pharmaceuticals Inc",76329-6300-05,NDC,19653,3707,2471,AT,Generic,aNDA,Rx,On,,No,No,NA,,Topical Local Anesthetics (Topical),100,(1819) Lidocaine Hydrochloride,5/21/2012 0:00,8/24/2018,625,(+) 25.00,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenergan 50mg/ml Solution for Injection,"vial, 1 ml Promethazine HCl 50mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-6085-01,NDC,2276,1942,1206,AP,Brand,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),1,(2284) Promethazine Hydrochloride,2/17/2012 0:00,1/1/2019,4.67,(+) 4.90,4.6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V-GO 30 Insulin Delivery System,"box 30 each Insulin Dosing Device, 1 each Insulin Filling Device, 1 each Protective Cap, 1 each Protective Plug","Valeritas, Inc.",08560-940002,NHRIC,19375,,,NA,Brand,510(k),Rx,On,,No,No,NA,,,30,,3/1/2012 0:00,3/15/2019,379.2,(+) 5.99,12.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V-GO 40 Insulin Delivery System,"box 30 each Insulin Dosing Device, 1 each Insulin Filling Device, 1 each Protective Cap, 1 each Protective Plug","Valeritas, Inc.",08560-940001,NHRIC,19375,,,NA,Brand,510(k),Rx,On,,No,No,NA,,,30,,3/1/2012 0:00,3/15/2019,379.2,(+) 5.99,12.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zinc Sulfate 220mg Tablet,"bottle, 100 each Zinc SO4 220mg, Oral tablet",Geri-Care Pharmaceuticals,57896-0865-01,NDC,14002,11347,7414,NA,Generic,N/A,OTC,On,,No,No,NA,,Zinc Supplements (Oral),100,(2662) Zinc Sulfate,1/2/2012 0:00,1/15/2019,1.79,(+) 38.75,0.0179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diltiazem Hydrochloride 25mg/5ml Solution for Injection,"box, 10 vials, 5 ml Diltiazem HCl 5mg/1mL, Solution for injection",Akorn Inc,17478-0937-05,NDC,3866,3098,2100,AP,Generic,aNDA,Rx,On,,No,No,NA,,"Anti-anginal Agents, other (Intravenous); Anti-arrhythmics, Class IV (Intravenous); Benzothiazepine Calcium Channel Blockers (Intravenous)",50,(1111) Diltiazem Hydrochloride,2/24/2012 0:00,8/1/2018,28.08,(+) 29.10,0.5616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clever Choice Wrist Automatic Blood Pressure Monitor System,"box 1 each Blood Pressure Monitor, 1 each Pressure Cuff",Simple Diagnostics,98302-000142,UPC,17840,,,NA,Brand,N/A,OTC,On,,No,No,NA,,,1,,8/23/2011 0:00,6/12/2019,98.93,(+) 73.71,98.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordran 0.05% Topical Lotion,"bottle, 120 ml Flurandrenolide 0.05%, Topical lotion","Almirall, LLC formerly Aqua Pharmaceuticals",16110-0052-12,NDC,1228,1120,650,AT,Brand,NDA,Rx,On,,No,No,NA,,Plain Topical Corticosteroids (Topical),120,(735) Flurandrenolide,2/15/2012 0:00,1/7/2019,1161.64,(+) 9.89,9.68033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicks DayQuil Cough 15mg/15ml Liquid (Pineapple),"bottle, 360 ml Dextromethorphan HBr 15mg/15mL, Oral solution",Procter & Gamble Personal Health Care,23900-0014-37,NDC,17909,14792,5181,NA,Brand,N/A,OTC,On,,No,No,NA,,Non-Opioid Antitussives (Oral),360,(1061) Dextromethorphan Hydrobromide,6/6/2011 0:00,7/9/2018,7.18,(+) 4.66,0.01994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenergan 25mg/ml Solution for Injection,"ampule, 1 ml Promethazine HCl 25mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-6082-01,NDC,4152,3272,1206,AP,Brand,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),1,(2284) Promethazine Hydrochloride,2/17/2012 0:00,1/1/2019,3.37,(+) 4.90,3.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenergan 50mg/ml Solution for Injection,"box, 25 ampules, 1 ml Promethazine HCl 50mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-6083-25,NDC,2276,1942,1206,AP,Brand,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),25,(2284) Promethazine Hydrochloride,2/17/2012 0:00,1/1/2019,116.84,(+) 4.90,4.6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenergan 50mg/ml Solution for Injection,"ampule, 1 ml Promethazine HCl 50mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-6083-01,NDC,2276,1942,1206,AP,Brand,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),1,(2284) Promethazine Hydrochloride,2/17/2012 0:00,1/1/2019,4.67,(+) 4.90,4.6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenergan 50mg/ml Solution for Injection,"box, 25 vials, 1 ml Promethazine HCl 50mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-6085-25,NDC,2276,1942,1206,AP,Brand,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),25,(2284) Promethazine Hydrochloride,2/17/2012 0:00,1/1/2019,116.84,(+) 4.90,4.6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meperidine Hydrochloride 50mg/ml Solution for Injection,"box, 25 vials, 1 ml Meperidine HCl 50mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-6053-25,NDC,3063,2495,1656,AP,Generic,aNDA,Rx,On,,No,No,schedule II,,Opioid Agonists (Intramuscular); Opioid Agonists (Intravenous); Opioid Agonists (Subcutaneous),25,(1939) Meperidine Hydrochloride,12/19/2011 0:00,1/1/2019,60.1,(+) 9.89,2.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meperidine Hydrochloride 50mg/ml Solution for Injection,"vial, 1 ml Meperidine HCl 50mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-6053-01,NDC,3063,2495,1656,AP,Generic,aNDA,Rx,On,,No,No,schedule II,,Opioid Agonists (Intramuscular); Opioid Agonists (Intravenous); Opioid Agonists (Subcutaneous),1,(1939) Meperidine Hydrochloride,12/19/2011 0:00,1/1/2019,2.4,(+) 9.89,2.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First-Omeprazole 0.3g Compounding Kit,"box, 2 bottles, 1 each Omeprazole 0.3g, Oral powder and 150 ml Compounding Base","CutisPharma, Inc",65628-0070-05,NDC,20686,17385,11054,NA,Brand,N/A,Rx,On,,No,No,NA,,Bulk Agents for Compounding (Oral); Compounding Kits Miscellaneous (Oral),150,(766) Omeprazole,12/28/2011 0:00,1/7/2019,54.82,(+) 4.45,0.36546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First-Omeprazole 0.6g Compounding Kit,"box, 2 bottles, 1 each Omeprazole 0.6g, Oral powder and 300 ml Compounding Base","CutisPharma, Inc",65628-0070-10,NDC,20689,17388,11054,NA,Brand,N/A,Rx,On,,No,No,NA,,Bulk Agents for Compounding (Oral); Compounding Kits Miscellaneous (Oral),300,(766) Omeprazole,12/28/2011 0:00,1/7/2019,79.73,(+) 4.50,0.26576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED A-HIST PSE 60mg-2.5mg Tablet,"bottle, 100 each Pseudoephedrine HCl 60mg, Triprolidine HCl 2.5mg, Oral tablet",ITF Pharma formerly Edwards Pharmaceuticals Inc,00485-0210-01,NDC,2671,2217,1416,NA,Generic,OTC Final,OTC,On,,No,No,NA,,Sedating Antihistamine and Decongestant Combinations (Oral),100,(2306) Pseudoephedrine Hydrochloride; (1515) Triprolidine Hydrochloride,12/21/2011 0:00,3/29/2019,17,(+) 3.03,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranexa 1000mg Extended-Release Tablet,"bottle, 60 each Ranolazine 1,000mg, Oral tablet, extended release",Gilead Sciences Inc,61958-1004-01,NDC,14956,12215,7841,AB,Brand,NDA,Rx,On,,No,No,NA,,"Anti-anginal Agents, other (Oral)",60,(2351) Ranolazine,4/2/2012 0:00,3/16/2019,614.6,(+) 4.90,10.24333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranexa 500mg Extended-Release Tablet,"bottle, 60 each Ranolazine 500mg, Oral tablet, extended release",Gilead Sciences Inc,61958-1003-01,NDC,14955,12214,7841,AB,Brand,NDA,Rx,On,,No,No,NA,,"Anti-anginal Agents, other (Oral)",60,(2351) Ranolazine,4/9/2012 0:00,3/16/2019,374.35,(+) 4.90,6.23916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First-Lansoprazole 0.27g Compounding Kit,"box, 2 bottles, 1 each Lansoprazole 0.27g, Oral powder and 90 ml Compounding Base","CutisPharma, Inc",65628-0080-03,NDC,20692,17391,11057,NA,Brand,N/A,Rx,On,,No,No,NA,,Proton Pump Inhibitors/PPIs (Oral); Compounding Kits Miscellaneous (Oral),90,(1766) Lansoprazole,12/30/2011 0:00,1/7/2019,41.74,(+) 4.45,0.46377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First-Lansoprazole 0.45g Compounding Kit,"box, 2 bottles, 1 each Lansoprazole 0.45g, Oral powder and 150 ml Compounding Base","CutisPharma, Inc",65628-0080-05,NDC,20693,17392,11057,NA,Brand,N/A,Rx,On,,No,No,NA,,Proton Pump Inhibitors/PPIs (Oral); Compounding Kits Miscellaneous (Oral),150,(1766) Lansoprazole,12/30/2011 0:00,1/7/2019,62.76,(+) 4.44,0.4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First-Lansoprazole 0.9g Compounding Kit,"box, 2 bottles, 1 each Lansoprazole 0.9g, Oral powder and 300 ml Compounding Base","CutisPharma, Inc",65628-0080-10,NDC,20694,17393,11057,NA,Brand,N/A,Rx,On,,No,No,NA,,Proton Pump Inhibitors/PPIs (Oral); Compounding Kits Miscellaneous (Oral),300,(1766) Lansoprazole,12/30/2011 0:00,1/7/2019,93.48,(+) 4.42,0.3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extavia 0.3mg Powder for Injection Kit,"box, 1 trays, 1 each Interferon Beta-1b (E. coli) 0.3mg, Lyophilisate for solution for injection and 1 each 27 gauge, needle with vial adapter, 2 each Alcohol Pad or Swab, 1 each Sodium Chloride 0.54%, for Injection",Novartis Pharmaceuticals Corporation,00078-0569-99,NDC,15799,5082,3625,NR,Generic,BLA,Rx,On,,No,No,NA,,"Interferons, Beta (Subcutaneous)",1,(1332) Interferon Beta-1b (E. coli),8/28/2009 0:00,1/15/2019,445.51,(+) 6.00,445.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promethazine Hydrochloride 50mg/ml Solution for Injection,"vial, 1 ml Promethazine HCl 50mg/1mL, Solution for injection",Hikma Pharmaceuticals USA Inc.,00641-0929-21,NDC,2276,1942,1206,AP,Generic,aNDA,Rx,On,,No,No,NA,,Other Agents with Antihistaminic Action (Intramuscular); Other Agents with Antihistaminic Action (Intravenous); Phenothiazine Antiemetics (Intramuscular); Phenothiazine Antiemetics (Intravenous),1,(2284) Promethazine Hydrochloride,8/26/2011 0:00,11/1/2018,3.85,(+) 40.00,3.8456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enbrel 25mg Powder for Injection,"box, 4 trays, 1 each Etanercept (Hamster) 25mg, Lyophilisate for solution for injection and 1 each 27 gauge, 0.5 inch needle, 1 ml Bacteriostatic Water, for Injection , 1 each Syringe Plunger Rod, 1 each Vial adapter",Amgen Inc,58406-0425-34,NDC,19093,5092,3631,NR,Brand,BLA,Rx,On,,No,No,NA,,Antipsoriatic Monoclonal Antibodies and Others (Subcutaneous); Other Specific Antirheumatics (Subcutaneous); Tumor Necrosis Factor (TNF)-Alpha Inhibitors (Subcutaneous),4,(657) Etanercept (Hamster),10/20/2011 0:00,1/17/2019,2587.03,(+) 6.19,646.7575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNKase 50mg Powder for Injection,"box, 1 vials, 1 each Tenecteplase 50mg, Lyophilisate for solution for injection and 1 each 10mL Syringe, 3 each Alcohol Pad or Swab, 1 each Dual Cannula Device, 10 ml Sterile Water for Injection",Genentech Inc,50242-0120-01,NDC,15526,12730,8109,NR,Brand,BLA,Rx,On,,No,No,NA,,Fibrinolytics (Intravenous),1,(2564) Tenecteplase,10/26/2011 0:00,7/1/2019,6037.73,(+) 3.00,6037.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diltiazem Hydrochloride 125mg/25ml Solution for Injection,"vial, 25 ml Diltiazem HCl 5mg/1mL, Solution for injection",Akorn Inc,17478-0937-25,NDC,3866,3098,2100,AP,Generic,aNDA,Rx,On,,No,No,NA,,"Anti-anginal Agents, other (Intravenous); Anti-arrhythmics, Class IV (Intravenous); Benzothiazepine Calcium Channel Blockers (Intravenous)",25,(1111) Diltiazem Hydrochloride,10/28/2011 0:00,8/1/2018,10.92,(+) 22.69,0.4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actonel 150mg Tablet,"blister pack, 1 each Risedronate Sod 150mg, Oral tablet","Allergan USA, Inc.",00430-0478-01,NDC,15446,12659,770,AB,Brand,NDA,Rx,On,,No,No,NA,,Oral Bisphosphonates (Oral),1,(2384) Risedronate Sodium,10/31/2011 0:00,1/1/2019,369.33,(+) 4.89,369.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actonel 35mg Tablet,"box, 1 single item blister pack, 4 each Risedronate Sod 35mg, Oral tablet, weekly","Allergan USA, Inc.",00430-0472-03,NDC,11580,9209,6184,AB,Brand,NDA,Rx,On,,No,No,NA,,Oral Bisphosphonates (Oral),4,(2384) Risedronate Sodium,10/31/2011 0:00,1/1/2019,340.98,(+) 4.90,85.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actonel 5mg Tablet,"bottle, 30 each Risedronate Sod 5mg, Oral tablet","Allergan USA, Inc.",00430-0471-15,NDC,1604,1442,770,AB,Brand,NDA,Rx,On,,No,No,NA,,Oral Bisphosphonates (Oral),30,(2384) Risedronate Sodium,10/31/2011 0:00,1/1/2019,365.56,(+) 4.90,12.18533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actonel 35mg Tablet ,"box, 3 single item blister pack, 4 each Risedronate Sod 35mg, Oral tablet, weekly","Allergan USA, Inc.",00430-0472-07,NDC,11580,9209,6184,AB,Brand,NDA,Rx,On,,No,No,NA,,Oral Bisphosphonates (Oral),12,(2384) Risedronate Sodium,10/31/2011 0:00,1/1/2019,1022.92,(+) 4.89,85.24333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabapentin 600mg Tablet,"bottle, 100 each Gabapentin 600mg, Oral tablet",Aurobindo Pharma USA Inc.,65862-0523-01,NDC,314,294,81,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Anticonvulsants, Gabapentinoids (Oral)",100,(1404) Gabapentin,10/26/2011 0:00,10/16/2018,18,(-) 72.27,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabapentin 600mg Tablet,"bottle, 500 each Gabapentin 600mg, Oral tablet",Aurobindo Pharma USA Inc.,65862-0523-05,NDC,314,294,81,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Anticonvulsants, Gabapentinoids (Oral)",500,(1404) Gabapentin,10/26/2011 0:00,10/16/2018,90,(-) 70.81,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabapentin 800mg Tablet,"bottle, 100 each Gabapentin 800mg, Oral tablet",Aurobindo Pharma USA Inc.,65862-0524-01,NDC,135,127,81,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Anticonvulsants, Gabapentinoids (Oral)",100,(1404) Gabapentin,10/26/2011 0:00,10/16/2018,22,(-) 71.92,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jivi 500units Powder for Injection,"box, 1 each Antihemophilic Factor (Recombinant), PEGylated, Lyophilisate for solution for injection and 1 each IV Administration Set (unspecified), 2.5 ml Sterile Water for Injection, 1 each Vial adapter",Bayer Pharmaceuticals Corporation,00026-3942-25,NDC,26140,20538,13100,NR,Brand,BLA,Rx,On,,No,No,NA,,Blood Coagulation Factors (Intravenous),1,"(5706) Antihemophilic Factor (Recombinant), PEGylated",8/30/2018 0:00,8/30/2018,2.19,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drospirenone/Ethinyl Estradiol/Levomefolate and Levomefolate Calcium 3mg-0.02mg-0.451mg and 0.451mg Tablet,"box, 3 multi-item blister cards, 24 each Drospirenone 3mg, Ethinyl Estradiol 0.02mg, Levomefolate Calcium 0.451mg, Oral tablet, 4 each Levomefolate Calcium 0.451mg, Oral tablet","Lupin Pharmaceuticals, Inc.",68180-0894-13,NDC,17983,14855,9226,AB,Generic,aNDA,Rx,On,,No,No,NA,,Monophasic Contraceptives (Oral),84,(574) Drospirenone; (3955) Levomefolate Calcium; (664) Ethinyl Estradiol; (3955) Levomefolate Calcium,8/22/2018 0:00,8/22/2018,369.88,,4.40333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
